1772219448.39996_7419.mark-pc-ubuntu,U=7419
1772239053.39996_48759.mark-pc-ubuntu,U=48759
1772302370.161440_558.mark-pc-ubuntu,U=69922
1772302414.161440_575.mark-pc-ubuntu,U=69939
1772302787.161440_719.mark-pc-ubuntu,U=70083
1772303737.161440_1074.mark-pc-ubuntu,U=70438
1772304691.161440_1445.mark-pc-ubuntu,U=70809
1772304737.161440_1525.mark-pc-ubuntu,U=70889
1772304697.161440_1456.mark-pc-ubuntu,U=70820
1772304749.161440_1546.mark-pc-ubuntu,U=70910
1772304839.161440_1694.mark-pc-ubuntu,U=71058
1772304933.161440_1849.mark-pc-ubuntu,U=71213
1772304984.161440_1926.mark-pc-ubuntu,U=71290
1772305310.161440_2432.mark-pc-ubuntu,U=71796
1772305283.161440_2390.mark-pc-ubuntu,U=71754
1772305269.161440_2368.mark-pc-ubuntu,U=71732
1772305230.161440_2308.mark-pc-ubuntu,U=71672
1772305447.161440_2627.mark-pc-ubuntu,U=71991
1772305522.161440_2729.mark-pc-ubuntu,U=72093
1772305545.161440_2761.mark-pc-ubuntu,U=72125
1772305550.161440_2768.mark-pc-ubuntu,U=72132
1772305887.161440_3232.mark-pc-ubuntu,U=72596
1772306037.161440_3429.mark-pc-ubuntu,U=72793
1772306346.161440_3823.mark-pc-ubuntu,U=73187
1772306623.161440_4153.mark-pc-ubuntu,U=73517
1772306668.161440_4206.mark-pc-ubuntu,U=73570
1772306695.161440_4237.mark-pc-ubuntu,U=73601
1772306792.161440_4350.mark-pc-ubuntu,U=73714
1772306851.161440_4417.mark-pc-ubuntu,U=73781
1772306891.161440_4464.mark-pc-ubuntu,U=73828
1772306959.161440_4539.mark-pc-ubuntu,U=73903
1772307099.161440_4693.mark-pc-ubuntu,U=74057
1772307171.161440_4770.mark-pc-ubuntu,U=74134
1772307262.161440_4867.mark-pc-ubuntu,U=74231
1772307395.161440_5004.mark-pc-ubuntu,U=74368
1772307453.161440_5065.mark-pc-ubuntu,U=74429
1772307400.161440_5010.mark-pc-ubuntu,U=74374
1772307722.161440_5343.mark-pc-ubuntu,U=74707
1772307698.161440_5317.mark-pc-ubuntu,U=74681
1772307704.161440_5324.mark-pc-ubuntu,U=74688
1772307812.161440_5437.mark-pc-ubuntu,U=74801
1772307845.161440_5471.mark-pc-ubuntu,U=74835
1772308409.161440_6248.mark-pc-ubuntu,U=75612
1772308572.161440_6602.mark-pc-ubuntu,U=75966
1772308639.161440_6737.mark-pc-ubuntu,U=76101
1772308694.161440_6854.mark-pc-ubuntu,U=76218
1772308865.161440_7184.mark-pc-ubuntu,U=76548
1772308793.161440_7057.mark-pc-ubuntu,U=76421
1772308833.161440_7132.mark-pc-ubuntu,U=76496
1772308951.161440_7326.mark-pc-ubuntu,U=76690
1772309014.161440_7439.mark-pc-ubuntu,U=76803
1772309063.161440_7521.mark-pc-ubuntu,U=76885
1772309153.161440_7669.mark-pc-ubuntu,U=77033
1772309219.161440_7768.mark-pc-ubuntu,U=77132
1772309105.161440_7588.mark-pc-ubuntu,U=76952
1772309114.161440_7605.mark-pc-ubuntu,U=76969
1772309245.161440_7803.mark-pc-ubuntu,U=77167
1772309417.161440_8072.mark-pc-ubuntu,U=77436
1772309497.161440_8186.mark-pc-ubuntu,U=77550
1772309648.161440_8414.mark-pc-ubuntu,U=77778
1772309653.161440_8420.mark-pc-ubuntu,U=77784
1772309657.161440_8425.mark-pc-ubuntu,U=77789
1772309656.161440_8424.mark-pc-ubuntu,U=77788
1772309797.161440_8625.mark-pc-ubuntu,U=77989
1772309950.161440_8821.mark-pc-ubuntu,U=78185
1772310030.161440_8933.mark-pc-ubuntu,U=78297
1772310012.161440_8907.mark-pc-ubuntu,U=78271
1772310062.161440_8974.mark-pc-ubuntu,U=78338
1772310070.161440_8984.mark-pc-ubuntu,U=78348
1772310136.161440_9071.mark-pc-ubuntu,U=78435
1772310120.161440_9052.mark-pc-ubuntu,U=78416
1772310186.161440_9129.mark-pc-ubuntu,U=78493
1772310332.161440_9314.mark-pc-ubuntu,U=78678
1772310523.161440_9550.mark-pc-ubuntu,U=78914
1772310584.161440_9633.mark-pc-ubuntu,U=78997
1772310590.161440_9642.mark-pc-ubuntu,U=79006
1772310549.161440_9588.mark-pc-ubuntu,U=78952
1772310618.161440_9679.mark-pc-ubuntu,U=79043
1772310676.161440_9753.mark-pc-ubuntu,U=79117
1772310900.161440_10032.mark-pc-ubuntu,U=79396
1772310819.161440_9928.mark-pc-ubuntu,U=79292
1772311036.161440_10189.mark-pc-ubuntu,U=79553
1772310956.161440_10098.mark-pc-ubuntu,U=79462
1772310961.161440_10105.mark-pc-ubuntu,U=79469
1772311233.161440_10410.mark-pc-ubuntu,U=79774
1772311335.161440_10523.mark-pc-ubuntu,U=79887
1772311338.161440_10526.mark-pc-ubuntu,U=79890
1772311404.161440_10597.mark-pc-ubuntu,U=79961
1772311518.161440_10721.mark-pc-ubuntu,U=80085
1772311568.161440_10776.mark-pc-ubuntu,U=80140
1772311684.161440_10896.mark-pc-ubuntu,U=80260
1772311871.161440_11217.mark-pc-ubuntu,U=80581
1772311901.161440_11265.mark-pc-ubuntu,U=80629
1772311876.161440_11226.mark-pc-ubuntu,U=80590
1772311876.161440_11225.mark-pc-ubuntu,U=80589
1772312013.161440_11439.mark-pc-ubuntu,U=80803
1772312037.161440_11488.mark-pc-ubuntu,U=80852
1772311998.161440_11411.mark-pc-ubuntu,U=80775
1772312027.161440_11468.mark-pc-ubuntu,U=80832
1772312128.161440_11659.mark-pc-ubuntu,U=81023
1772312393.161440_12112.mark-pc-ubuntu,U=81476
1772312481.161440_12260.mark-pc-ubuntu,U=81624
1772312420.161440_12161.mark-pc-ubuntu,U=81525
1772312554.161440_12383.mark-pc-ubuntu,U=81747
1772312669.161440_12601.mark-pc-ubuntu,U=81965
1772312995.161440_13156.mark-pc-ubuntu,U=82520
1772313234.161440_13515.mark-pc-ubuntu,U=82879
1772313653.161440_14146.mark-pc-ubuntu,U=83510
1772313882.161440_14444.mark-pc-ubuntu,U=83808
1772314039.161440_14644.mark-pc-ubuntu,U=84008
1772314221.161440_14869.mark-pc-ubuntu,U=84233
1772314374.161440_15055.mark-pc-ubuntu,U=84419
1772421834.454304_22952.mark-pc-ubuntu,U=124025
1772419287.454304_18247.mark-pc-ubuntu,U=119320
1772514707.1420016_13730.mark-pc-ubuntu,U=188640
1772317362.161440_19494.mark-pc-ubuntu,U=88858
1772455612.732433_35172.mark-pc-ubuntu,U=160308
1772487946.732433_44016.mark-pc-ubuntu,U=169152
1772413881.454304_6018.mark-pc-ubuntu,U=107091
1772453401.732433_34211.mark-pc-ubuntu,U=159347
1772327807.29350_873.mark-pc-ubuntu,U=100528
1772547348.1420016_45723.mark-pc-ubuntu,U=220633
1772427512.732433_7814.mark-pc-ubuntu,U=132950
1772423907.732433_1486.mark-pc-ubuntu,U=126622
1772431037.732433_13529.mark-pc-ubuntu,U=138665
1772547874.1420016_45979.mark-pc-ubuntu,U=220889
1772533511.1420016_36654.mark-pc-ubuntu,U=211564
1772507358.1420016_3704.mark-pc-ubuntu,U=178614
1772317693.161440_19962.mark-pc-ubuntu,U=89326
1772512362.1420016_10431.mark-pc-ubuntu,U=185341
1772442762.732433_27708.mark-pc-ubuntu,U=152844
1772518738.1420016_19197.mark-pc-ubuntu,U=194107
1772413863.454304_5790.mark-pc-ubuntu,U=106863
1772562811.1420016_52198.mark-pc-ubuntu,U=227108
1772519612.1420016_20297.mark-pc-ubuntu,U=195207
1772417465.454304_13168.mark-pc-ubuntu,U=114241
1772480581.732433_42490.mark-pc-ubuntu,U=167626
1772506881.1420016_3014.mark-pc-ubuntu,U=177924
1772502968.732433_48665.mark-pc-ubuntu,U=173801
1772473969.732433_40951.mark-pc-ubuntu,U=166087
1772452332.732433_33711.mark-pc-ubuntu,U=158847
1772528618.1420016_31777.mark-pc-ubuntu,U=206687
1772510898.1420016_8461.mark-pc-ubuntu,U=183371
1772465787.732433_38732.mark-pc-ubuntu,U=163868
1772594169.2229872_414.mark-pc-ubuntu,U=236505
1772415704.454304_10019.mark-pc-ubuntu,U=111092
1772446658.732433_30590.mark-pc-ubuntu,U=155726
1772413786.454304_4896.mark-pc-ubuntu,U=105969
1772418017.454304_15797.mark-pc-ubuntu,U=116870
1772413609.454304_2941.mark-pc-ubuntu,U=104014
1772415237.454304_9619.mark-pc-ubuntu,U=110692
1772502364.732433_47954.mark-pc-ubuntu,U=173090
1772504745.1420016_429.mark-pc-ubuntu,U=175339
1772476959.732433_41669.mark-pc-ubuntu,U=166805
1772506408.1420016_2263.mark-pc-ubuntu,U=177173
1772421795.454304_22832.mark-pc-ubuntu,U=123905
1772503872.732433_49769.mark-pc-ubuntu,U=174905
1772538081.1420016_40215.mark-pc-ubuntu,U=215125
1772328352.69245_212.mark-pc-ubuntu,U=100912
1772321650.161440_26305.mark-pc-ubuntu,U=95669
1772314780.161440_15558.mark-pc-ubuntu,U=84922
1772528063.1420016_31081.mark-pc-ubuntu,U=205991
1772506346.1420016_2159.mark-pc-ubuntu,U=177069
1772320893.161440_25293.mark-pc-ubuntu,U=94657
1772427494.732433_7792.mark-pc-ubuntu,U=132928
1772444206.732433_28848.mark-pc-ubuntu,U=153984
1772321682.161440_26351.mark-pc-ubuntu,U=95715
1772422253.454304_24024.mark-pc-ubuntu,U=125097
1772424220.732433_2091.mark-pc-ubuntu,U=127227
1772434095.732433_17815.mark-pc-ubuntu,U=142951
1772513668.1420016_12137.mark-pc-ubuntu,U=187047
1772447388.732433_31047.mark-pc-ubuntu,U=156183
1772327934.29350_975.mark-pc-ubuntu,U=100630
1772322693.161440_27568.mark-pc-ubuntu,U=96932
1772527348.1420016_30208.mark-pc-ubuntu,U=205118
1772318148.161440_20540.mark-pc-ubuntu,U=89904
1772436114.732433_20379.mark-pc-ubuntu,U=145515
1772592664.2143882_4081.mark-pc-ubuntu,U=235952
1772525506.1420016_27999.mark-pc-ubuntu,U=202909
1772413427.454304_916.mark-pc-ubuntu,U=101989
1772419280.454304_18238.mark-pc-ubuntu,U=119311
1772318771.161440_21273.mark-pc-ubuntu,U=90637
1772417298.454304_11774.mark-pc-ubuntu,U=112847
1772317522.161440_19734.mark-pc-ubuntu,U=89098
1772415891.454304_10158.mark-pc-ubuntu,U=111231
1772592428.2143882_3978.mark-pc-ubuntu,U=235849
1772540782.1420016_42073.mark-pc-ubuntu,U=216983
1772413537.454304_2190.mark-pc-ubuntu,U=103263
1772323975.5014_94.mark-pc-ubuntu,U=98530
1772528601.1420016_31757.mark-pc-ubuntu,U=206667
1772416108.454304_10302.mark-pc-ubuntu,U=111375
1772425075.732433_3766.mark-pc-ubuntu,U=128902
1772444420.732433_29008.mark-pc-ubuntu,U=154144
1772316201.161440_17688.mark-pc-ubuntu,U=87052
1772326940.29350_138.mark-pc-ubuntu,U=99793
1772319824.161440_23471.mark-pc-ubuntu,U=92835
1772472562.732433_40599.mark-pc-ubuntu,U=165735
1772424537.732433_2642.mark-pc-ubuntu,U=127778
1772536244.1420016_38883.mark-pc-ubuntu,U=213793
1772513286.1420016_11477.mark-pc-ubuntu,U=186387
1772318086.161440_20464.mark-pc-ubuntu,U=89828
1772506817.1420016_2905.mark-pc-ubuntu,U=177815
1772556571.1420016_49822.mark-pc-ubuntu,U=224732
1772319578.161440_22981.mark-pc-ubuntu,U=92345
1772440172.732433_25240.mark-pc-ubuntu,U=150376
1772518755.1420016_19222.mark-pc-ubuntu,U=194132
1772515670.1420016_15001.mark-pc-ubuntu,U=189911
1772441914.732433_26969.mark-pc-ubuntu,U=152105
1772519379.1420016_20027.mark-pc-ubuntu,U=194937
1772518382.1420016_18718.mark-pc-ubuntu,U=193628
1772518180.1420016_18456.mark-pc-ubuntu,U=193366
1772423497.732433_445.mark-pc-ubuntu,U=125581
1772317436.161440_19611.mark-pc-ubuntu,U=88975
1772522477.1420016_24111.mark-pc-ubuntu,U=199021
1772413745.454304_4405.mark-pc-ubuntu,U=105478
1772525474.1420016_27953.mark-pc-ubuntu,U=202863
1772500665.732433_47046.mark-pc-ubuntu,U=172182
1772473019.732433_40715.mark-pc-ubuntu,U=165851
1772323068.161440_28096.mark-pc-ubuntu,U=97460
1772414516.454304_8694.mark-pc-ubuntu,U=109767
1772508720.1420016_5445.mark-pc-ubuntu,U=180355
1772527826.1420016_30774.mark-pc-ubuntu,U=205684
1772474106.732433_40985.mark-pc-ubuntu,U=166121
1772509089.1420016_5866.mark-pc-ubuntu,U=180776
1772413528.454304_2100.mark-pc-ubuntu,U=103173
1772443017.732433_27914.mark-pc-ubuntu,U=153050
1772414041.454304_7224.mark-pc-ubuntu,U=108297
1772464562.732433_38356.mark-pc-ubuntu,U=163492
1772436344.732433_20672.mark-pc-ubuntu,U=145808
1772322543.161440_27385.mark-pc-ubuntu,U=96749
1772423473.732433_365.mark-pc-ubuntu,U=125501
1772481249.732433_42636.mark-pc-ubuntu,U=167772
1772426778.732433_6963.mark-pc-ubuntu,U=132099
1772316113.161440_17559.mark-pc-ubuntu,U=86923
1772438943.732433_23864.mark-pc-ubuntu,U=149000
1772510818.1420016_8354.mark-pc-ubuntu,U=183264
1772521482.1420016_22759.mark-pc-ubuntu,U=197669
1772518673.1420016_19118.mark-pc-ubuntu,U=194028
1772321396.161440_25988.mark-pc-ubuntu,U=95352
1772438157.732433_22931.mark-pc-ubuntu,U=148067
1772421060.454304_20477.mark-pc-ubuntu,U=121550
1772447844.732433_31323.mark-pc-ubuntu,U=156459
1772499581.732433_46410.mark-pc-ubuntu,U=171546
1772421209.454304_20922.mark-pc-ubuntu,U=121995
1772507345.1420016_3684.mark-pc-ubuntu,U=178594
1772432558.732433_15545.mark-pc-ubuntu,U=140681
1772453630.732433_34313.mark-pc-ubuntu,U=159449
1772516754.1420016_16271.mark-pc-ubuntu,U=191181
1772413457.454304_1295.mark-pc-ubuntu,U=102368
1772320174.161440_24142.mark-pc-ubuntu,U=93506
1772322431.161440_27243.mark-pc-ubuntu,U=96607
1772517142.1420016_16821.mark-pc-ubuntu,U=191731
1772520857.1420016_21818.mark-pc-ubuntu,U=196728
1772460858.732433_37147.mark-pc-ubuntu,U=162283
1772485366.732433_43502.mark-pc-ubuntu,U=168638
1772513645.1420016_12095.mark-pc-ubuntu,U=187005
1772569156.1420016_54327.mark-pc-ubuntu,U=229237
1772502557.732433_48124.mark-pc-ubuntu,U=173260
1772513406.1420016_11705.mark-pc-ubuntu,U=186615
1772542709.1420016_43221.mark-pc-ubuntu,U=218131
1772512919.1420016_11077.mark-pc-ubuntu,U=185987
1772590735.2143882_3400.mark-pc-ubuntu,U=235271
1772414271.454304_8134.mark-pc-ubuntu,U=109207
1772417906.454304_15378.mark-pc-ubuntu,U=116451
1772515231.1420016_14439.mark-pc-ubuntu,U=189349
1772564236.1420016_52694.mark-pc-ubuntu,U=227604
1772435990.732433_20224.mark-pc-ubuntu,U=145360
1772314660.161440_15412.mark-pc-ubuntu,U=84776
1772434708.732433_18629.mark-pc-ubuntu,U=143765
1772414605.454304_8851.mark-pc-ubuntu,U=109924
1772509597.1420016_6421.mark-pc-ubuntu,U=181331
1772531622.1420016_34863.mark-pc-ubuntu,U=209773
1772520620.1420016_21449.mark-pc-ubuntu,U=196359
1772525248.1420016_27659.mark-pc-ubuntu,U=202569
1772444134.732433_28790.mark-pc-ubuntu,U=153926
1772324356.5014_804.mark-pc-ubuntu,U=99240
1772324184.5014_510.mark-pc-ubuntu,U=98946
1772554275.1420016_48909.mark-pc-ubuntu,U=223819
1772413630.454304_3147.mark-pc-ubuntu,U=104220
1772428834.732433_9922.mark-pc-ubuntu,U=135058
1772421310.454304_21291.mark-pc-ubuntu,U=122364
1772500798.732433_47120.mark-pc-ubuntu,U=172256
1772424118.732433_1901.mark-pc-ubuntu,U=127037
1772413456.454304_1281.mark-pc-ubuntu,U=102354
1772319131.161440_21840.mark-pc-ubuntu,U=91204
1772453348.732433_34186.mark-pc-ubuntu,U=159322
1772417047.454304_11126.mark-pc-ubuntu,U=112199
1772522589.1420016_24253.mark-pc-ubuntu,U=199163
1772439816.732433_24855.mark-pc-ubuntu,U=149991
1772418731.454304_17424.mark-pc-ubuntu,U=118497
1772437533.732433_22139.mark-pc-ubuntu,U=147275
1772527940.1420016_30921.mark-pc-ubuntu,U=205831
1772433647.732433_17166.mark-pc-ubuntu,U=142302
1772462856.732433_37815.mark-pc-ubuntu,U=162951
1772316391.161440_18008.mark-pc-ubuntu,U=87372
1772503197.732433_48960.mark-pc-ubuntu,U=174096
1772554697.1420016_49086.mark-pc-ubuntu,U=223996
1772417295.454304_11749.mark-pc-ubuntu,U=112822
1772524240.1420016_26218.mark-pc-ubuntu,U=201128
1772435238.732433_19300.mark-pc-ubuntu,U=144436
1772511244.1420016_8978.mark-pc-ubuntu,U=183888
1772502228.732433_47884.mark-pc-ubuntu,U=173020
1772516248.1420016_15695.mark-pc-ubuntu,U=190605
1772504935.1420016_632.mark-pc-ubuntu,U=175542
1772413401.454304_596.mark-pc-ubuntu,U=101669
1772432501.732433_15476.mark-pc-ubuntu,U=140612
1772516111.1420016_15538.mark-pc-ubuntu,U=190448
1772520613.1420016_21436.mark-pc-ubuntu,U=196346
1772326921.29350_121.mark-pc-ubuntu,U=99776
1772460529.732433_37033.mark-pc-ubuntu,U=162169
1772429239.732433_10712.mark-pc-ubuntu,U=135848
1772535179.1420016_38003.mark-pc-ubuntu,U=212913
1772438091.732433_22846.mark-pc-ubuntu,U=147982
1772488668.732433_44156.mark-pc-ubuntu,U=169292
1772448476.732433_31696.mark-pc-ubuntu,U=156832
1772423719.732433_1060.mark-pc-ubuntu,U=126196
1772442171.732433_27201.mark-pc-ubuntu,U=152337
1772423423.732433_210.mark-pc-ubuntu,U=125346
1772440990.732433_26079.mark-pc-ubuntu,U=151215
1772421729.454304_22617.mark-pc-ubuntu,U=123690
1772514930.1420016_14038.mark-pc-ubuntu,U=188948
1772548628.1420016_46338.mark-pc-ubuntu,U=221248
1772514392.1420016_13274.mark-pc-ubuntu,U=188184
1772320747.161440_25079.mark-pc-ubuntu,U=94443
1772430671.732433_13064.mark-pc-ubuntu,U=138200
1772318914.161440_21454.mark-pc-ubuntu,U=90818
1772432634.732433_15639.mark-pc-ubuntu,U=140775
1772557182.1420016_50072.mark-pc-ubuntu,U=224982
1772418714.454304_17397.mark-pc-ubuntu,U=118470
1772470335.732433_40019.mark-pc-ubuntu,U=165155
1772592586.2143882_4040.mark-pc-ubuntu,U=235911
1772417640.454304_14174.mark-pc-ubuntu,U=115247
1772413466.454304_1407.mark-pc-ubuntu,U=102480
1772417895.454304_15325.mark-pc-ubuntu,U=116398
1772421856.454304_23027.mark-pc-ubuntu,U=124100
1772424722.732433_2986.mark-pc-ubuntu,U=128122
1772521814.1420016_23245.mark-pc-ubuntu,U=198155
1772519356.1420016_19997.mark-pc-ubuntu,U=194907
1772421790.454304_22816.mark-pc-ubuntu,U=123889
1772461063.732433_37219.mark-pc-ubuntu,U=162355
1772521074.1420016_22150.mark-pc-ubuntu,U=197060
1772443139.732433_28012.mark-pc-ubuntu,U=153148
1772440368.732433_25444.mark-pc-ubuntu,U=150580
1772431759.732433_14433.mark-pc-ubuntu,U=139569
1772413460.454304_1335.mark-pc-ubuntu,U=102408
1772437644.732433_22279.mark-pc-ubuntu,U=147415
1772470441.732433_40048.mark-pc-ubuntu,U=165184
1772505268.1420016_969.mark-pc-ubuntu,U=175879
1772433576.732433_17045.mark-pc-ubuntu,U=142181
1772520768.1420016_21676.mark-pc-ubuntu,U=196586
1772414393.454304_8445.mark-pc-ubuntu,U=109518
1772431501.732433_14103.mark-pc-ubuntu,U=139239
1772316066.161440_17484.mark-pc-ubuntu,U=86848
1772450090.732433_32585.mark-pc-ubuntu,U=157721
1772439820.732433_24859.mark-pc-ubuntu,U=149995
1772510516.1420016_7887.mark-pc-ubuntu,U=182797
1772317343.161440_19467.mark-pc-ubuntu,U=88831
1772424236.732433_2118.mark-pc-ubuntu,U=127254
1772417257.454304_11632.mark-pc-ubuntu,U=112705
1772517363.1420016_17214.mark-pc-ubuntu,U=192124
1772545399.1420016_44689.mark-pc-ubuntu,U=219599
1772477835.732433_41871.mark-pc-ubuntu,U=167007
1772534463.1420016_37421.mark-pc-ubuntu,U=212331
1772512393.1420016_10465.mark-pc-ubuntu,U=185375
1772592897.2143882_4204.mark-pc-ubuntu,U=236075
1772528541.1420016_31683.mark-pc-ubuntu,U=206593
1772574233.1420016_55879.mark-pc-ubuntu,U=230789
1772417176.454304_11459.mark-pc-ubuntu,U=112532
1772413824.454304_5346.mark-pc-ubuntu,U=106419
1772537890.1420016_40085.mark-pc-ubuntu,U=214995
1772442912.732433_27833.mark-pc-ubuntu,U=152969
1772323001.161440_27994.mark-pc-ubuntu,U=97358
1772434215.732433_17985.mark-pc-ubuntu,U=143121
1772457413.732433_35895.mark-pc-ubuntu,U=161031
1772318065.161440_20437.mark-pc-ubuntu,U=89801
1772458304.732433_36235.mark-pc-ubuntu,U=161371
1772425619.732433_5147.mark-pc-ubuntu,U=130283
1772423595.732433_721.mark-pc-ubuntu,U=125857
1772442630.732433_27599.mark-pc-ubuntu,U=152735
1772534246.1420016_37252.mark-pc-ubuntu,U=212162
1772429427.732433_11110.mark-pc-ubuntu,U=136246
1772425490.732433_4862.mark-pc-ubuntu,U=129998
1772415555.454304_9899.mark-pc-ubuntu,U=110972
1772503217.732433_48989.mark-pc-ubuntu,U=174125
1772511927.1420016_9909.mark-pc-ubuntu,U=184819
1772515608.1420016_14931.mark-pc-ubuntu,U=189841
1772559905.1420016_51131.mark-pc-ubuntu,U=226041
1772424095.732433_1861.mark-pc-ubuntu,U=126997
1772511341.1420016_9125.mark-pc-ubuntu,U=184035
1772414362.454304_8374.mark-pc-ubuntu,U=109447
1772419680.454304_18692.mark-pc-ubuntu,U=119765
1772425471.732433_4815.mark-pc-ubuntu,U=129951
1772508361.1420016_5005.mark-pc-ubuntu,U=179915
1772414330.454304_8299.mark-pc-ubuntu,U=109372
1772518973.1420016_19503.mark-pc-ubuntu,U=194413
1772495420.732433_45394.mark-pc-ubuntu,U=170530
1772500453.732433_46924.mark-pc-ubuntu,U=172060
1772424406.732433_2397.mark-pc-ubuntu,U=127533
1772413865.454304_5808.mark-pc-ubuntu,U=106881
1772510121.1420016_7273.mark-pc-ubuntu,U=182183
1772509395.1420016_6209.mark-pc-ubuntu,U=181119
1772435759.732433_19938.mark-pc-ubuntu,U=145074
1772440482.732433_25563.mark-pc-ubuntu,U=150699
1772324338.5014_770.mark-pc-ubuntu,U=99206
1772441196.732433_26280.mark-pc-ubuntu,U=151416
1772415760.454304_10061.mark-pc-ubuntu,U=111134
1772321808.161440_26507.mark-pc-ubuntu,U=95871
1772426556.732433_6745.mark-pc-ubuntu,U=131881
1772530111.1420016_33410.mark-pc-ubuntu,U=208320
1772520783.1420016_21698.mark-pc-ubuntu,U=196608
1772452671.732433_33873.mark-pc-ubuntu,U=159009
1772431929.732433_14660.mark-pc-ubuntu,U=139796
1772512417.1420016_10496.mark-pc-ubuntu,U=185406
1772436582.732433_20949.mark-pc-ubuntu,U=146085
1772526172.1420016_28857.mark-pc-ubuntu,U=203767
1772525509.1420016_28002.mark-pc-ubuntu,U=202912
1772424532.732433_2631.mark-pc-ubuntu,U=127767
1772506425.1420016_2294.mark-pc-ubuntu,U=177204
1772315928.161440_17247.mark-pc-ubuntu,U=86611
1772522864.1420016_24606.mark-pc-ubuntu,U=199516
1772435467.732433_19590.mark-pc-ubuntu,U=144726
1772416345.454304_10448.mark-pc-ubuntu,U=111521
1772513332.1420016_11555.mark-pc-ubuntu,U=186465
1772323190.161440_28325.mark-pc-ubuntu,U=97689
1772418127.454304_16124.mark-pc-ubuntu,U=117197
1772584913.2143882_1615.mark-pc-ubuntu,U=233486
1772552292.1420016_48043.mark-pc-ubuntu,U=222953
1772427479.732433_7772.mark-pc-ubuntu,U=132908
1772428024.732433_8580.mark-pc-ubuntu,U=133716
1772525432.1420016_27906.mark-pc-ubuntu,U=202816
1772454776.732433_34819.mark-pc-ubuntu,U=159955
1772433813.732433_17421.mark-pc-ubuntu,U=142557
1772413479.454304_1563.mark-pc-ubuntu,U=102636
1772520046.1420016_20770.mark-pc-ubuntu,U=195680
1772431299.732433_13860.mark-pc-ubuntu,U=138996
1772421489.454304_21846.mark-pc-ubuntu,U=122919
1772499002.732433_46052.mark-pc-ubuntu,U=171188
1772421270.454304_21142.mark-pc-ubuntu,U=122215
1772437176.732433_21703.mark-pc-ubuntu,U=146839
1772435780.732433_19964.mark-pc-ubuntu,U=145100
1772445082.732433_29505.mark-pc-ubuntu,U=154641
1772417330.454304_12121.mark-pc-ubuntu,U=113194
1772442856.732433_27786.mark-pc-ubuntu,U=152922
1772569669.1420016_54488.mark-pc-ubuntu,U=229398
1772425567.732433_5046.mark-pc-ubuntu,U=130182
1772521529.1420016_22825.mark-pc-ubuntu,U=197735
1772433105.732433_16323.mark-pc-ubuntu,U=141459
1772432195.732433_15035.mark-pc-ubuntu,U=140171
1772491194.732433_44633.mark-pc-ubuntu,U=169769
1772423555.732433_614.mark-pc-ubuntu,U=125750
1772320450.161440_24603.mark-pc-ubuntu,U=93967
1772320491.161440_24671.mark-pc-ubuntu,U=94035
1772421233.454304_21021.mark-pc-ubuntu,U=122094
1772420949.454304_20182.mark-pc-ubuntu,U=121255
1772518316.1420016_18625.mark-pc-ubuntu,U=193535
1772418630.454304_17248.mark-pc-ubuntu,U=118321
1772421993.454304_23381.mark-pc-ubuntu,U=124454
1772421791.454304_22818.mark-pc-ubuntu,U=123891
1772431991.732433_14742.mark-pc-ubuntu,U=139878
1772464340.732433_38286.mark-pc-ubuntu,U=163422
1772465282.732433_38578.mark-pc-ubuntu,U=163714
1772572656.1420016_55413.mark-pc-ubuntu,U=230323
1772538008.1420016_40166.mark-pc-ubuntu,U=215076
1772315918.161440_17225.mark-pc-ubuntu,U=86589
1772444327.732433_28939.mark-pc-ubuntu,U=154075
1772591621.2143882_3709.mark-pc-ubuntu,U=235580
1772429550.732433_11318.mark-pc-ubuntu,U=136454
1772427562.732433_7892.mark-pc-ubuntu,U=133028
1772502690.732433_48305.mark-pc-ubuntu,U=173441
